"trans_date","price_usd","code_size","sent_by_address","transactions","mining_profitability","sent_in_usd","transaction_fees","median_transaction_fee","confirmation_time","market_cap","transaction_value","median_transaction_value","tweets","google_trends","fee_to_reward","active_addresses","top_100_cap"
"2014-04-09","447.110",243742,122401,64992,"38.6780","239212041","0.1390","0.04470","8.944","5587996110",4115,"100.4200",8193,"11.193","0.502",179274,"19.211"
"2014-04-10","407.703",254334,124298,67872,"31.9170","310367120","0.0864","0.04080","9.290","5020359905",4876,"120.9460",15039,"13.854","0.371",182996,"19.166"
"2014-04-11","403.328",223656,117926,65563,"36.8140","292756343","0.0858","0.04030","8.521","5068919648",4819,"108.4810",14907,"12.997","0.330",169622,"19.141"
"2014-04-12","425.310",169964,87828,47579,"34.4980","157264741","0.0811","0.04250","8.944","5329088351",3574,"84.4080",7582,"9.229","0.226",132283,"19.145"
"2014-04-13","415.876",162260,94828,50981,"34.1410","154756367","0.0840","0.04160","7.701","5150414718",3332,"69.6810",10674,"10.385","0.221",172708,"19.131"
"2014-04-14","445.898",216048,127969,70026,"37.9730","253143718","0.0977","0.04460","7.461","5628122040",3990,"115.2490",13266,"10.754","0.318",183291,"19.146"
"2014-04-15","487.666",241539,123107,72627,"38.6500","293892234","0.1110","0.04880","7.912","6170470953",4479,"123.0890",14835,"11.053","0.362",199054,"19.124"
"2014-04-16","517.354",270984,114312,68435,"40.2010","389249585","0.1080","0.05170","9.057","6496569317",6046,"129.7990",15790,"12.189","0.359",185075,"19.146"
"2014-04-17","505.461",223631,102596,65021,"40.7060","385378002","0.1170","0.05050","8.521","6281237538",6384,"102.4160",15215,"11.471","0.355",157751,"19.092"
"2014-04-18","485.296",205478,100633,56836,"35.8180","360602878","0.1040","0.04850","9.000","5972292967",6461,"107.7130",14028,"9.946","0.304",149452,"19.054"
"2014-04-19","490.961",193237,93159,53356,"34.4350","208459964","0.1160","0.04910","9.057","6132827987",4168,"84.7630",12337,"9.389","0.317",141149,"19.054"
"2014-04-20","501.271",169511,88713,48865,"38.5600","196288922","0.1110","0.05010","8.090","6234226740",4180,"87.8910",12139,"8.511","0.244",164288,"19.046"
"2014-04-21","498.970",190616,93895,57939,"34.3160","340647125","0.1070","0.04990","8.421","6201738943",6198,"83.9430",14244,"9.159","0.292",142367,"19.040"
"2014-04-22","491.704",288040,125522,77888,"33.6100","412597054","0.0966","0.04920","9.351","6097607345",5470,"88.0930",16098,"9.319","0.396",183641,"18.996"
"2014-04-23","486.543",241953,103825,73789,"34.8970","301525635","0.0960","0.04870","8.727","6041607759",4459,"63.8000",16232,"10.176","0.353",156727,"19.186"
"2014-04-24","487.399",279755,103639,72543,"32.9110","187824879","0.1000","0.04870","9.536","6091264792",2944,"83.9310",15471,"9.967","0.395",168337,"19.216"
"2014-04-25","464.777",226597,116925,72468,"38.6550","238365713","0.0875","0.04650","7.912","5753179561",3466,"73.0700",15255,"9.458","0.300",181970,"19.187"
"2014-04-26","456.496",179961,87285,52012,"30.4090","139566626","0.0802","0.04560","8.834","5654966188",2902,"77.4770",12283,"8.142","0.224",135298,"19.179"
"2014-04-27","450.932",180924,85171,52452,"34.5480","121603221","0.1010","0.04510","8.136","5569104074",2526,"65.8250",11667,"8.601","0.266",171950,"19.182"
"2014-04-28","435.888",238892,111451,64394,"28.3930","224460196","0.0866","0.04360","9.474","5399609103",3827,"88.3690",15969,"9.319","0.336",167559,"19.215"
"2014-04-29","443.354",227145,110736,64886,"34.4590","222912073","0.0862","0.04430","8.421","5520546811",3811,"80.9820",16706,"8.581","0.295",169787,"19.135"
"2014-04-30","444.261",270251,109507,63501,"23.9490","186710324","0.0906","0.04440","10.511","5554456253",3343,"96.0600",17588,"9.688","0.378",166103,"19.131"
"2014-05-01","453.541",191897,101423,59482,"33.4770","182138012","0.0827","0.04540","8.182","5668431501",3336,"81.5190",16988,"9.341","0.247",154675,"19.153"
"2014-05-02","448.574",211466,92605,59820,"26.1930","276721842","0.0891","0.04490","8.944","5541344199",4774,"71.9220",20057,"7.947","0.295",143742,"19.088"
"2014-05-03","439.480",203445,70902,54015,"25.9630","227139061","0.0837","0.04390","10.141","5445149743",4454,"59.1350",12910,"7.389","0.290",117096,"19.086"
"2014-05-04","434.535",201481,73760,51618,"27.7690","171345329","0.0832","0.04350","9.536","5447944581",3529,"61.0510",12716,"7.250","0.262",156696,"19.094"
"2014-05-05","431.727",298957,96210,67638,"25.1480","252136525","0.0864","0.04320","11.520","5415153789",4084,"72.6590",21273,"9.202","0.432",148135,"19.107"
"2014-05-06","427.341",219138,110414,77034,"32.2030","273604903","0.0832","0.04270","7.423","5355521272",3738,"74.4240",16806,"8.644","0.309",168404,"19.113"
"2014-05-07","435.189",244147,109160,69666,"24.3620","334885800","0.0846","0.04350","9.057","5429290416",5144,"82.0790",16970,"8.226","0.340",161847,"19.103"
"2014-05-08","440.750",231193,111716,68770,"28.8060","564322575","0.0871","0.04410","8.623","5498894595",8450,"73.4860",21518,"8.086","0.325",166794,"19.141"
"2014-05-09","443.871",217006,105816,66123,"28.3920","538973426","0.1050","0.04440","8.471","5562247779",8264,"78.1030",17442,"9.202","0.366",163287,"19.130"
"2014-05-10","449.566",170673,88498,56237,"29.3040","283084053","0.0807","0.04500","8.045","5631944358",5322,"61.7650",14225,"6.971","0.226",135616,"19.134"
"2014-05-11","442.545",217898,81152,52438,"24.4820","185495914","0.0819","0.04430","9.474","5549660308",3707,"55.0390",13469,"7.111","0.255",165515,"19.136"
"2014-05-12","438.129",256510,98608,74254,"28.1530","221368625","0.0822","0.04380","8.780","5524900102",3210,"71.0540",15910,"7.250","0.339",154800,"19.125"
"2014-05-13","437.341",231737,95943,69195,"24.2700","278255482","0.0782","0.04370","8.889","5524890468",4227,"76.0290",16935,"8.365","0.305",149516,"19.115"
"2014-05-14","441.538",263230,106493,69658,"24.3580","290728808","0.0766","0.04420","9.600","5560925919",4541,"74.1310",18167,"8.086","0.322",160924,"19.122"
"2014-05-15","445.787",247251,119331,74722,"26.2160","327736411","0.0764","0.04460","8.421","5603299704",4846,"63.1650",32817,"7.668","0.299",177032,"19.138"
"2014-05-16","444.766",209941,93719,65181,"26.2350","270222734","0.0793","0.04450","8.000","5603688273",4357,"79.0020",14474,"8.784","0.257",155531,"19.151"
"2014-05-17","446.281",188935,84987,53338,"24.3130","203239320","0.0779","0.04460","8.324","5611649892",3989,"69.1960",14587,"7.529","0.215",148446,"19.147"
"2014-05-18","445.298",185382,90629,49740,"26.4720","110697064","0.0780","0.04450","8.372","5618682983",2386,"67.8760",12892,"7.250","0.203",177716,"19.152"
"2014-05-19","445.022",240557,107520,63926,"25.0010","217637354","0.0794","0.04450","8.571","5617575263",3620,"92.4270",13595,"7.529","0.272",185595,"19.151"
"2014-05-20","465.278",248862,127179,71343,"25.7520","670978102","0.0873","0.04650","8.136","5813232062",9538,"109.5020",21515,"8.784","0.302",191122,"19.144"
"2014-05-21","492.310",236716,101327,68730,"28.4750","327214160","0.0917","0.04920","8.229","6166368202",5053,"113.5130",20254,"9.202","0.292",157967,"19.145"
"2014-05-22","509.156",244693,108351,73171,"28.5510","364062841","0.0888","0.05090","8.372","6421140426",5282,"108.9720",20217,"9.760","0.297",163160,"19.152"
"2014-05-23","529.149",250943,120105,72645,"30.0660","611921602","0.0927","0.05290","8.727","6680473203",8939,"123.2060",19485,"9.062","0.308",176498,"19.131"
"2014-05-24","519.347",192842,77546,52718,"25.5540","458552496","0.1110","0.05190","9.351","6543569667",8843,"97.0660",13630,"7.947","0.292",125130,"19.800"
"2014-05-25","559.931",219267,104604,57405,"28.3460","445383086","0.0989","0.05600","8.944","7084860352",8072,"108.3890",13823,"8.784","0.252",187442,"19.795"
"2014-05-26","580.277",249788,112414,66849,"27.2000","401667670","0.1090","0.05800","9.114","7356834793",6623,"120.3830",14792,"10.457","0.318",171102,"19.791"
"2014-05-27","573.388",296678,119964,68388,"26.0660","516965797","0.1020","0.05730","10.588","7222278419",7821,"125.1480",19718,"9.202","0.357",179207,"19.804"
"2014-05-28","571.987",248998,128153,72169,"29.0600","458152717","0.1110","0.05720","8.521","7175608482",6714,"111.9660",18545,"10.038","0.330",184385,"19.809"
"2014-05-29","566.816",271715,116153,65221,"26.2070","349238998","0.1040","0.05670","10.213","7092467213",5568,"113.4500",17571,"10.038","0.339",171882,"19.805"
"2014-05-30","593.201",220048,99346,64960,"30.6480","510441876","0.1060","0.05930","8.623","7571036610",8528,"145.1380",21731,"10.038","0.278",152485,"19.781"
"2014-05-31","619.564",208313,93606,52025,"29.2240","340953989","0.1150","0.06200","9.796","7750292674",6790,"121.2590",12882,"9.062","0.263",146654,"19.793"
"2014-06-01","644.487",204952,106428,55047,"31.6990","439007113","0.1260","0.06440","8.229","8184660837",8779,"152.5320",12849,"9.899","0.246",191335,"19.800"
"2014-06-02","635.862",199545,117230,64241,"33.2910","573105571","0.1160","0.06360","7.461","8056253664",9261,"148.1370",16427,"8.923","0.243",175446,"19.793"
"2014-06-03","664.422",234740,128819,69517,"29.9740","541023449","0.1280","0.06640","8.090","8353562239",8592,"162.6450",17858,"10.875","0.302",187559,"19.817"
"2014-06-04","641.523",204349,118209,64873,"30.2810","622641740","0.1190","0.06420","7.956","8092675952",10006,"156.1240",18010,"9.202","0.265",171584,"19.860"
"2014-06-05","651.272",262875,123053,66793,"29.7660","581054357","0.1200","0.06510","9.474","8266192895",9193,"135.9180",18707,"9.202","0.325",183963,"19.884"
"2014-06-06","654.137",273169,112364,62203,"26.3260","656396474","0.1140","0.06540","10.360","8256972650",10808,"131.7560",16611,"8.365","0.311",174467,"19.809"
"2014-06-07","650.778",184348,93051,51055,"29.4240","366184804","0.1120","0.06510","9.290","8215294911",7620,"127.7870",12557,"7.668","0.227",140463,"19.826"
"2014-06-08","652.884",228288,93339,48172,"25.3590","475976576","0.1200","0.06530","10.588","8302764076",10689,"129.1740",12134,"7.529","0.260",173642,"19.816"
"2014-06-09","648.195",232540,107538,59719,"30.3090","221932216","0.1200","0.06480","9.231","8208869166",4211,"141.8460",14497,"6.553","0.284",166417,"19.819"
"2014-06-10","650.767",238968,112175,63149,"27.8350","355433980","0.1200","0.06510","8.623","8278471589",6137,"134.3280",16631,"8.923","0.279",179181,"19.850"
"2014-06-11","642.504",251694,114698,62681,"26.9930","309744964","0.1160","0.06430","9.863","8183142189",5380,"149.9040",19356,"9.202","0.309",174873,"19.894"
"2014-06-12","621.319",230336,114589,64572,"28.2940","663451284","0.1240","0.06210","8.372","7804105501",10578,"148.2260",19092,"10.038","0.301",175498,"19.902"
"2014-06-13","595.946",230976,112289,64576,"25.0930","409408533","0.1070","0.05960","8.834","7661145579",6852,"116.1310",19128,"10.875","0.283",173970,"19.905"
"2014-06-14","575.029",175457,96697,53418,"25.2110","244645116","0.0978","0.05750","8.090","7321284575",4922,"94.2360",16078,"9.062","0.205",149791,"19.936"
"2014-06-15","565.303",171720,90352,53726,"24.7820","228544863","0.1000","0.05650","7.579","7311213381",4672,"74.6130",15810,"8.923","0.201",176671,"19.929"
"2014-06-16","596.048",216368,118081,68074,"25.4260","411294020","0.1050","0.05960","7.660","7645624950",6489,"98.5760",18430,"9.341","0.255",177999,"19.919"
"2014-06-17","596.985",214537,124137,69893,"25.1140","257395564","0.1030","0.05970","7.826","7651189412",4137,"115.8700",18560,"9.760","0.261",185466,"19.911"
"2014-06-18","607.673",234775,113108,63730,"21.0070","299018531","0.1230","0.06080","9.114","7767224115",5157,"115.0750",15957,"9.202","0.327",168289,"19.932"
"2014-06-19","603.129",226283,101448,62287,"23.9570","405423244","0.1130","0.06030","8.623","7688432067",6883,"102.7920",17605,"8.784","0.281",159085,"19.944"
"2014-06-20","590.957",178353,103836,57195,"23.4220","305212563","0.1110","0.05910","7.742","7559079460",5720,"113.7630",17459,"7.808","0.231",155552,"19.958"
"2014-06-21","589.485",168056,99168,50987,"21.8690","249324414","0.1060","0.05890","7.742","7566048298",5256,"99.5570",15113,"6.971","0.198",154028,"19.967"
"2014-06-22","598.900",176799,98486,49924,"20.2440","297499507","0.1080","0.05990","8.000","7655987729",6217,"89.7450",13838,"7.668","0.201",184268,"19.962"
"2014-06-23","589.476",204279,104474,60040,"23.3870","319774134","0.1110","0.05890","8.182","7557126005",6069,"130.8300",16325,"6.832","0.257",163666,"19.809"
"2014-06-24","585.681",201971,116761,64695,"22.0660","471487883","0.1000","0.05860","7.660","7507018761",7880,"119.7930",17005,"7.111","0.236",176003,"19.473"
"2014-06-25","568.912",203486,119094,64210,"21.0080","252642484","0.1100","0.05690","7.701","7288217382",4378,"102.1380",17683,"6.692","0.264",175682,"19.477"
"2014-06-26","569.836",205682,108058,61261,"20.7020","260783003","0.0943","0.05700","8.421","7321198255",4704,"104.4530",17534,"6.832","0.237",159489,"19.472"
"2014-06-27","583.871",183965,114481,62769,"23.4390","253524192","0.0995","0.05840","7.310","7551444926",4489,"111.7340",17587,"8.505","0.218",168127,"19.461"
"2014-06-28","596.820",178257,92420,54210,"21.8870","174924667","0.1020","0.05970","7.912","7697021749",3669,"88.2170",15236,"6.971","0.204",143868,"19.455"
"2014-06-29","594.664",196774,88581,48937,"16.8340","171090642","0.1060","0.05950","9.172","7655190313",4216,"79.4180",15482,"7.389","0.222",173904,"19.437"
"2014-06-30","620.059",325668,120898,70099,"17.9500","387079075","0.1050","0.06200","10.909","8040164238",6049,"124.5470",19860,"8.784","0.360",183017,"19.455"
"2014-07-01","649.274",329320,125213,69310,"19.3420","533238301","0.1230","0.06490","10.827","8358852783",8276,"141.0700",20443,"8.806","0.394",186664,"19.566"
"2014-07-02","645.747",291599,120999,66591,"19.2380","556266765","0.1240","0.06460","10.511","8262682981",9190,"131.7760",21375,"9.429","0.372",182312,"19.564"
"2014-07-03","643.645",267185,105704,62710,"19.4540","354138239","0.1130","0.06440","10.360","8245986998",6102,"126.5000",22046,"8.425","0.316",161601,"19.454"
"2014-07-04","636.579",197691,88235,59328,"20.8910","203549544","0.1090","0.06370","8.675","8161073446",4164,"94.3640",22659,"7.513","0.244",145311,"19.463"
"2014-07-05","629.756",184061,79198,49802,"17.5970","237669064","0.1050","0.06300","9.474","8108603845",5250,"67.3580",16997,"6.560","0.218",128986,"19.464"
"2014-07-06","632.787",232405,96438,51997,"18.4390","200120948","0.1120","0.06330","10.141","8170372187",4607,"67.0910",17331,"7.532","0.260",184278,"19.465"
"2014-07-07","626.639",254198,117302,64536,"19.3590","259716987","0.1090","0.06270","9.600","8064056734",4643,"93.7040",22248,"8.615","0.299",186344,"19.325"
"2014-07-08","621.123",285312,136433,69967,"18.4240","200330013","0.1090","0.06210","9.600","7986738494",3248,"87.1780",24425,"8.016","0.327",214423,"19.308"
"2014-07-09","621.434",256506,122923,68352,"19.1940","251215935","0.1060","0.06210","8.675","7993874483",4173,"89.8880",24542,"7.314","0.282",184913,"19.289"
"2014-07-10","616.557",253741,119374,64456,"17.9670","278516190","0.1070","0.06170","9.664","7930718558",4869,"109.8570",23242,"8.067","0.300",171317,"19.286"
"2014-07-11","622.121",233392,115912,58921,"18.3870","228203200","0.1150","0.06220","9.231","8012367537",4395,"129.4590",20939,"7.746","0.279",170691,"19.281"
"2014-07-12","632.056",193821,91987,53297,"18.9180","252096498","0.1030","0.06320","9.172","8103001739",5446,"89.9060",16719,"6.993","0.222",154169,"19.297"
"2014-07-13","629.664",212804,101590,52257,"18.6150","262633432","0.1140","0.06300","9.000","8098103514",5706,"78.3530",16133,"6.672","0.236",188603,"19.304"
"2014-07-14","621.800",262953,107571,62626,"16.6740","275120072","0.1170","0.06220","10.667","8014482811",4974,"111.2850",20287,"7.211","0.348",162735,"19.339"
"2014-07-15","621.061",258579,123272,72157,"20.2090","319590754","0.1080","0.06210","9.057","8023392825",4846,"96.4030",25031,"7.802","0.315",157881,"19.335"
"2014-07-16","617.300",259410,113256,65427,"15.7820","309234939","0.1190","0.06170","10.000","7974397872",6137,"106.3090",21984,"8.657","0.350",147202,"19.345"
"2014-07-17","617.851",226163,117018,66061,"19.6570","247359876","0.1100","0.06180","8.372","7987614597",4311,"99.5300",23305,"8.815","0.274",155909,"19.314"
"2014-07-18","622.126",224432,111834,63890,"18.6390","269970996","0.1160","0.06220","8.372","8021285813",4995,"106.2930",25897,"8.206","0.278",151018,"19.294"
"2014-07-19","626.392",191313,101155,59376,"18.4060","147423502","0.1090","0.06260","8.136","8058813353",3165,"61.8230",20261,"8.513","0.234",132575,"19.293"
"2014-07-20","622.210",213956,102305,51846,"16.3540","147934807","0.1080","0.06220","9.290","8010826379",3328,"71.9890",16827,"8.174","0.232",168831,"19.286"
"2014-07-21","618.920",243755,103738,64035,"18.6860","223806455","0.1020","0.06190","9.290","8003924883",4367,"102.1510",18501,"8.095","0.273",145113,"19.195"
"2014-07-22","620.249",271469,112343,66716,"17.0670","187554565","0.1090","0.06200","10.141","8004611356",3512,"114.5340",18386,"8.337","0.330",140957,"19.237"
"2014-07-23","618.566",260534,119730,66737,"18.3220","202811399","0.1020","0.06190","9.863","7991044504",3775,"126.1960",20612,"7.351","0.301",156202,"19.232"
"2014-07-24","607.944",269949,114346,66133,"16.6890","283724971","0.0983","0.06080","10.070","7764517069",4802,"131.4850",20448,"8.164","0.299",153222,"19.231"
"2014-07-25","600.002",230586,117259,61335,"18.4510","257921412","0.1010","0.06000","8.834","7754497838",4916,"122.8330",19971,"7.383","0.253",157477,"19.231"
"2014-07-26","594.585",228200,91653,56199,"14.7060","154507385","0.0925","0.05950","10.746","7680680949",3204,"77.8970",16000,"6.914","0.261",125239,"19.241"
"2014-07-27","596.029",218577,94585,51838,"16.1390","118170997","0.1020","0.05960","9.412","7667514741",2923,"73.9590",15621,"7.374","0.233",170031,"19.237"
"2014-07-28","585.359",254071,115282,64594,"16.7890","249396908","0.0938","0.05850","9.600","7480626000",4313,"114.4740",23384,"7.644","0.276",152329,"19.245"
"2014-07-29","584.376",241481,111476,61458,"15.4080","249856831","0.0988","0.05840","9.664","7528711155",4609,"115.2340",21797,"7.374","0.279",145269,"19.261"
"2014-07-30","574.994",230619,125376,65981,"16.4090","201331915","0.0961","0.05750","8.372","7406764745",3578,"122.6780",22092,"7.946","0.257",158476,"19.253"
"2014-07-31","574.929",265350,117134,69607,"14.6360","188869785","0.0930","0.05750","9.351","7484116377",3486,"103.6660",22160,"8.155","0.292",155541,"19.255"
"2014-08-01","591.067",243207,117308,67758,"16.1360","226223625","0.0932","0.05910","9.172","7676876665",4004,"115.6460",21585,"7.377","0.272",153126,"19.336"
"2014-08-02","590.420",190120,93466,54826,"16.0820","180926015","0.0912","0.05900","8.834","7623174554",4101,"95.4980",18531,"6.531","0.208",128052,"19.363"
"2014-08-03","583.320",198403,87016,53467,"14.6980","211536668","0.0933","0.05830","9.351","7572485883",4622,"74.9990",17187,"6.893","0.222",157223,"19.363"
"2014-08-04","585.950",301223,101779,67719,"14.4890","187199525","0.0960","0.05860","11.250","7614166088",3658,"110.7910",20609,"7.014","0.346",150211,"19.370"
"2014-08-05","582.376",323844,135559,72688,"15.8160","304578622","0.0970","0.05820","10.667","7572507339",4984,"120.4610",21073,"7.982","0.358",178598,"19.411"
"2014-08-06","581.009",287515,139628,80238,"17.5160","196107301","0.0953","0.05810","8.780","7572121052",3389,"95.3390",22471,"8.345","0.321",182014,"19.445"
"2014-08-07","583.850",249705,120499,69753,"15.4010","203990348","0.0919","0.05840","9.000","7642424598",3643,"101.7260",24516,"8.707","0.274",159935,"19.441"
"2014-08-08","590.585",252593,121727,68139,"15.2450","164874157","0.0968","0.05910","9.114","7724676022",2923,"99.0770",23126,"7.740","0.283",153588,"19.439"
"2014-08-09","586.527",191080,103002,60417,"16.1170","177737615","0.0904","0.05870","7.912","7647812042",3458,"75.3680",21820,"6.772","0.205",132163,"19.445"
"2014-08-10","588.101",206494,107462,57736,"14.7200","179284090","0.1000","0.05880","8.136","7667304717",3655,"79.4710",20814,"7.498","0.222",176919,"19.431"
"2014-08-11","583.969",247349,136097,75393,"15.3360","277635576","0.0949","0.05840","7.912","7569918739",4276,"93.6330",21388,"7.740","0.269",170210,"19.428"
"2014-08-12","568.256",256462,140881,76808,"13.5190","360690776","0.0927","0.05680","8.276","7438061890",5415,"101.9630",22551,"8.103","0.288",176283,"19.434"
"2014-08-13","551.058",316679,138846,75593,"12.5460","346029394","0.0905","0.05510","9.931","7125616366",5092,"105.3540",23725,"11.852","0.342",174074,"19.453"
"2014-08-14","518.990",259241,131278,78902,"15.0120","334586959","0.0802","0.05190","8.000","6736255059",4832,"120.6010",24887,"9.796","0.271",177173,"19.490"
"2014-08-15","506.064",258617,123034,73028,"12.5300","333584813","0.0834","0.05060","8.727","6571328608",5259,"91.2190",22725,"9.554","0.292",163559,"19.502"
"2014-08-16","501.845",310610,114912,67816,"12.0080","280278308","0.0966","0.05020","9.114","6553137181",4990,"66.7820",23487,"9.554","0.330",159823,"19.533"
"2014-08-17","504.405",212242,103318,60053,"13.4800","203831068","0.3130","0.05040","8.471","6498684781",4102,"93.7940",22608,"8.224","0.873",183744,"19.540"
"2014-08-18","476.384",210528,130078,72560,"13.4030","408176781","0.0772","0.04760","7.273","5956229229",6320,"116.9990",21867,"10.159","0.238",173736,"19.556"
"2014-08-19","476.972",221648,131600,74554,"10.8400","253429611","0.0819","0.04770","7.742","6068333664",3966,"118.4920",24106,"8.587","0.275",165627,"19.582"
"2014-08-20","491.137",242922,131550,73673,"10.4460","235838463","0.0798","0.04910","8.521","6395117358",3728,"124.1120",26924,"8.587","0.283",164109,"19.587"
"2014-08-21","521.423",251501,130843,72999,"10.7690","357459604","0.0817","0.05210","8.727","6765343167",5432,"124.9340",22176,"7.861","0.277",173399,"19.694"
"2014-08-22","513.078",247901,123720,66841,"10.2870","1586703563","0.0826","0.05130","9.172","6671434567",25524,"110.4730",21222,"7.982","0.274",161743,"19.662"
"2014-08-23","503.706",195444,100604,57431,"11.0420","286213593","0.0756","0.05040","8.889","6545931138",6073,"94.3380",17389,"7.982","0.213",135388,"19.700"
"2014-08-24","504.419",242072,110270,56549,"9.6970","164706657","0.0807","0.05040","9.863","6615035234",3660,"99.9560",16318,"7.982","0.248",190496,"19.691"
"2014-08-25","502.862",290449,122009,69757,"10.6220","428870339","0.1190","0.05030","10.511","6584344818",7035,"114.9460",19062,"7.377","0.479",158368,"19.711"
"2014-08-26","507.703",244584,131694,72487,"11.9400","843866241","0.0810","0.05080","8.324","6677782426",12550,"123.0230",19596,"7.498","0.267",169392,"19.739"
"2014-08-27","514.911",253728,124930,74412,"10.9650","707613540","0.0799","0.05150","8.521","6736393365",9859,"123.5670",19625,"7.498","0.273",168676,"19.746"
"2014-08-28","509.791",224426,120854,68455,"10.5450","335942164","0.0774","0.05100","8.324","6664713523",5418,"108.8800",22229,"7.377","0.240",170216,"19.843"
"2014-08-29","506.639",211590,110614,68444,"10.6340","276692995","0.0772","0.05070","8.471","6620983825",4325,"115.2110",19838,"7.135","0.245",144884,"19.850"
"2014-08-30","502.665",186250,101469,61032,"11.2340","232611687","0.0752","0.05030","7.912","6587252252",4962,"79.8490",18905,"7.377","0.201",150886,"19.946"
"2014-08-31","488.836",179521,102679,57567,"10.2520","210174636","0.0755","0.04890","7.660","6389445681",4343,"93.0170",17226,"7.740","0.189",177973,"19.938"
"2014-09-01","479.421",296280,117614,70247,"7.3750","277292641","0.0745","0.04790","10.588","6309096991",4833,"97.2310",18661,"9.070","0.321",169807,"19.890"
"2014-09-02","477.176",282380,123859,71762,"9.0130","219258267","0.0771","0.04770","9.796","6273470790",3921,"102.2160",22901,"7.982","0.315",163408,"19.901"
"2014-09-03","475.398",238464,117748,71699,"9.3380","180913544","0.0738","0.04750","8.521","6243903182",3284,"106.1990",22113,"8.103","0.263",153695,"19.906"
"2014-09-04","481.297",249831,124470,70652,"8.2690","169962850","0.0763","0.04810","9.114","6339356611",3043,"119.9100",24968,"8.345","0.283",153659,"19.910"
"2014-09-05","484.581",272683,119571,67893,"8.5310","174210934","0.0788","0.04850","9.931","6372338948",3483,"107.7090",22368,"8.345","0.304",162021,"19.891"
"2014-09-06","481.482",195600,101438,63190,"9.9790","119316084","0.0733","0.04810","8.045","6341451681",2412,"85.9630",21053,"7.377","0.215",138400,"19.891"
"2014-09-07","481.745",252307,114956,60197,"8.0870","127090588","0.1580","0.04820","9.290","6364266347",2946,"72.8710",17730,"7.498","0.509",219086,"19.885"
"2014-09-08","470.073",296688,127558,75622,"8.0360","197925912","0.0759","0.04700","10.000","6218462685",3173,"98.7500",22751,"8.103","0.339",170240,"19.884"
"2014-09-09","466.454",352470,140375,81666,"8.8670","193799711","0.0806","0.04660","9.863","6174267367",2969,"99.9980",16169,"9.070","0.386",170050,"19.881"
"2014-09-10","482.398",306966,124968,72401,"9.1570","177920607","0.0849","0.04820","9.172","6288586888",3075,"113.0960",16616,"10.763","0.324",208813,"19.848"
"2014-09-11","475.580",216259,117103,65856,"9.5010","152111365","0.0733","0.04760","8.471","6239960899",3186,"109.0370",27367,"12.094","0.239",154868,"19.847"
"2014-09-12","472.322",242303,118625,68230,"7.8640","162376894","0.0741","0.04720","9.351","6195892526",3142,"119.9840",24097,"9.070","0.278",146025,"19.847"
"2014-09-13","475.441",181268,102936,61065,"9.1920","111089714","0.0743","0.04750","7.956","6235247964",2507,"98.2690",18209,"6.893","0.211",134902,"19.839"
"2014-09-14","476.655",274740,122259,67497,"7.4200","133576233","0.0793","0.04770","9.114","6228737724",2563,"77.5180",18671,"8.103","0.284",210350,"19.835"
"2014-09-15","474.915",288920,128955,78508,"8.3320","158250795","0.0740","0.04750","9.114","6206324352",2767,"103.0540",23392,"8.224","0.309",167581,"19.828"
"2014-09-16","467.613",296230,148865,87063,"8.1550","155672006","0.0771","0.04680","8.421","6104293829",2276,"90.6530",21176,"7.498","0.335",200391,"19.837"
"2014-09-17","456.380",240563,133776,80119,"7.8060","169431581","0.0699","0.04560","7.742","5925502246",2636,"110.7530",27946,"7.619","0.264",170439,"19.806"
"2014-09-18","438.518",236621,134311,77185,"7.2210","231461686","0.0701","0.04390","8.045","5610580772",3951,"131.2350",21135,"7.619","0.276",171901,"19.848"
"2014-09-19","405.935",221271,117316,69266,"6.7200","230780737","0.0622","0.04060","8.421","5194824752",4006,"130.6670",20775,"9.675","0.248",150729,"19.822"
"2014-09-20","410.022",208320,107878,63306,"7.2230","240443092","0.0665","0.04100","8.182","5341519029",4860,"94.3430",17607,"7.377","0.233",149520,"19.925"
"2014-09-21","401.120",217914,102979,59636,"6.3490","272837450","0.0628","0.04010","8.780","5120337373",5157,"80.7060",17026,"7.498","0.228",171703,"19.952"
"2014-09-22","400.275",261061,132322,72900,"7.1040","146397685","0.0641","0.04000","8.623","5145978680",2841,"112.2050",14984,"7.982","0.279",178105,"19.952"
"2014-09-23","407.475",309494,136044,77133,"6.4080","178792820","0.0673","0.04070","9.600","5399888692",4132,"118.6500",23489,"8.707","0.339",173452,"19.872"
"2014-09-24","428.517",285427,130868,74818,"7.1990","172228796","0.0708","0.04290","9.231","5543029349",5141,"108.5340",20675,"10.159","0.316",163682,"19.886"
"2014-09-25","411.195",283495,137054,78351,"7.0380","153169013","0.0693","0.04110","8.372","5349833846",3491,"99.3240",20757,"8.466","0.307",177845,"19.893"
"2014-09-26","404.503",310033,125906,72421,"5.1740","150454962","0.2670","0.04050","10.746","5273534001",3070,"103.3700",19512,"7.982","1.411",157374,"19.906"
"2014-09-27","401.439",292344,109795,63004,"6.0210","114275971","0.0667","0.04010","10.746","5229464432",3217,"77.1770",17202,"7.014","0.312",151584,"19.894"
"2014-09-28","390.912",328510,126118,62310,"5.2810","122466686","0.0676","0.03910","11.077","5041658565",2894,"68.9880",16636,"7.619","0.331",216634,"19.916"
