"trans_date","price_usd","code_size","sent_by_address","transactions","mining_profitability","sent_in_usd","transaction_fees","median_transaction_fee","confirmation_time","market_cap","transaction_value","median_transaction_value","tweets","google_trends","fee_to_reward","active_addresses","top_100_cap"
"2021-11-23","56882.000",640561,497766,283269,"0.3060","58759053100","2.4680","0.61900","10.909","1073997488080",879733,"739.6500",128649,"114.046","1.468",794645,"14.668"
"2021-11-24","56748.000",628281,519078,298752,"0.3390","88877369427","2.6630","0.67300","9.172","1071520450542",929537,"709.4480",116024,"116.541","1.409",929968,"14.631"
"2021-11-25","58177.000",685504,536543,287366,"0.2970","110487479066","3.0080","0.89600","11.077","1098557921820",1065622,"711.0290",114979,"103.439","1.797",851445,"14.644"
"2021-11-26","55921.000",720365,541991,292513,"0.3400","95852975754","2.7860","0.98800","10.909","1055999509142",960186,"773.3480",146605,"130.559","1.737",871237,"14.606"
"2021-11-27","54662.000",502435,450940,240616,"0.3030","32568865779","1.9180","0.56800","10.070","1032268954728",658998,"600.9060",120878,"106.646","0.937",673657,"14.593"
"2021-11-28","54581.000",508781,409089,213629,"0.3210","21426456561","1.8810","0.45300","10.360","1030788376124",821283,"641.5700",118553,"100.147","0.841",708189,"14.575"
"2021-11-29","57563.000",662325,539535,301154,"0.3240","53588226615","2.1280","0.53400","10.070","1087157920735",793897,"748.1830",142628,"106.753","1.231",857331,"14.539"
"2021-11-30","57338.000",663480,560218,293742,"0.3000","75230737020","2.4670","0.74800","10.746","1082962982467",831774,"797.5040",116550,"108.296","1.487",794425,"14.455"
"2021-12-01","57373.000",852915,538675,288285,"0.3460","69601863241","4.0920","1.42000","10.511","1083661246960",750398,"845.4070",138996,"98.289","2.346",936971,"14.599"
"2021-12-02","56692.000",822405,558192,313106,"0.3370","57555066246","3.4180","1.22200","9.290","1070850473733",691370,"684.6930",121726,"94.268","1.912",1044904,"14.737"
"2021-12-03","55868.000",581741,554089,289971,"0.3310","47501113911","2.5590","0.92100","8.571","1055350178920",674606,"732.6100",125774,"99.258","1.250",901449,"14.701"
"2021-12-04","49075.000",577291,513404,253519,"0.2660","81409741728","3.3790","0.74800","9.290","927076726602",846227,"808.8510",196868,"222.647","1.771",803225,"14.646"
"2021-12-05","49085.000",582849,418884,215047,"0.2950","45476087775","4.9860","1.43800","8.675","927312024861",665205,"639.2470",124214,"154.957","2.064",859137,"14.548"
"2021-12-06","48807.000",589435,516034,284295,"0.2940","70921283160","2.2300","0.61400","8.372","922115166515",935239,"746.4150",153780,"147.834","1.194",922591,"14.519"
"2021-12-07","50984.000",699900,534233,288189,"0.2750","52721786628","2.0140","0.44400","9.351","963293367821",924654,"758.5800",161163,"128.827","1.170",896511,"14.512"
"2021-12-08","50293.000",549495,483307,265942,"0.2790","39050953883","1.9570","0.45500","8.571","950342625189",818741,"754.0270",152439,"114.993","0.976",786822,"14.577"
"2021-12-09","49089.000",814262,498081,282612,"0.2870","33029726377","2.0910","0.47400","8.834","927593241659",543361,"762.5110",135187,"116.485","1.169",976924,"14.769"
"2021-12-10","48247.000",554255,507953,271219,"0.2670","34483010704","2.0610","0.54800","9.231","911740140587",535331,"712.4820",131883,"113.880","1.175",808932,"14.729"
"2021-12-11","48444.000",477420,430294,225582,"0.2550","19519493098","1.7030","0.46500","9.536","915504652033",551789,"581.9660",127315,"100.218","0.834",711117,"14.713"
"2021-12-12","49536.000",472455,405296,214668,"0.2470","11482872519","1.5090","0.28700","10.286","936174868789",520178,"560.4730",140184,"95.487","0.742",629088,"14.700"
"2021-12-13","48237.000",633354,497351,278070,"0.2500","29701422063","2.2440","0.68800","10.213","911681849547",528045,"773.8390",144296,"115.325","1.448",795484,"14.646"
"2021-12-14","47180.000",583481,497983,278127,"0.2550","30302120250","1.9870","0.55900","9.730","891743577830",1503280,"696.3990",141026,"128.051","1.251",792579,"14.620"
"2021-12-15","48126.000",703016,515343,280962,"0.2540","33106449329","1.9910","0.59600","10.213","909672725649",675214,"709.0220",146865,"117.410","1.302",904889,"14.614"
"2021-12-16","48590.000",696175,486497,256091,"0.2130","37580336813","1.9870","0.54300","12.522","918469184506",656060,"718.2790",123918,"103.867","1.437",756854,"14.529"
"2021-12-17","47079.000",741576,474919,263346,"0.2830","42790573178","2.3230","0.68900","9.664","889948351305",543050,"705.4460",116145,"104.980","1.377",878339,"14.647"
"2021-12-18","46612.000",675756,430895,239042,"0.2330","29360901792","1.7240","0.48000","11.250","881153539169",546386,"560.4210",116620,"98.576","1.093",767597,"14.767"
"2021-12-19","47192.000",431497,410728,206570,"0.2570","14523019319","1.5950","0.40800","9.664","892172572594",543457,"594.2660",113612,"87.429","0.745",626471,"14.754"
"2021-12-20","46424.000",634853,501698,266803,"0.2480","27268646354","1.9140","0.55800","10.000","877688365044",515763,"702.4580",124159,"105.581","1.208",883059,"14.721"
"2021-12-21","48396.000",616340,548133,304552,"0.2670","37878987983","1.8900","0.54900","8.944","915022492561",430447,"672.6240",137590,"104.275","1.169",885977,"14.707"
"2021-12-22","48978.000",643247,521764,288347,"0.2510","27561189502","1.8430","0.49600","9.730","926072161057",541074,"695.1360",120983,"98.103","1.160",861945,"14.650"
"2021-12-23","49064.000",601433,548787,291647,"0.2560","26381145067","1.8470","0.47300","9.474","927738094850",540632,"656.1550",133215,"100.489","1.143",830422,"14.683"
"2021-12-24","51034.000",775587,495489,260414,"0.2700","29775719784","2.3650","0.56600","9.536","965035390887",560185,"681.6820",122898,"103.044","1.263",846088,"14.752"
"2021-12-25","50830.000",758216,420645,207656,"0.2570","31884381059","2.0370","0.43600","9.796","961235430028",589944,"576.3290",110526,"95.131","0.898",762142,"14.959"
"2021-12-26","50143.000",589151,414081,198440,"0.2490","16909554635","1.9590","0.44900","10.746","948283121766",622169,"580.7980",91493,"91.851","0.918",631891,"14.958"
"2021-12-27","51062.000",739046,481096,249400,"0.2840","38330614710","2.6940","0.72600","9.730","965719249881",641079,"739.9510",105198,"97.230","1.403",805432,"14.963"
"2021-12-28","48887.000",841232,529337,265288,"0.2420","37426337805","3.2910","1.04100","10.746","924616971203",603487,"679.3250",118350,"101.378","2.089",892005,"14.997"
"2021-12-29","47594.000",790642,532278,275938,"0.2580","40706162986","2.8300","0.94000","9.931","900198942007",602901,"662.0010",111906,"99.935","1.779",968062,"15.010"
"2021-12-30","47092.000",846273,515166,244902,"0.2170","47199057073","3.3950","1.32500","12.101","890750095571",606245,"744.4360",126646,"98.683","2.320",834412,"15.002"
"2021-12-31","47298.000",791674,524841,269391,"0.2890","31476272732","3.1730","1.03000","9.664","894688253189",559359,"594.1460",116434,"91.295","1.905",968825,"15.032"
"2022-01-01","47103.000",391466,385845,186662,"0.2530","12823771233","2.3500","0.74700","8.372","891041272393",584123,"587.6940",93876,"89.435","0.860",611192,"15.028"
"2022-01-02","47238.000",437490,402407,196707,"0.2310","18390103127","2.2230","0.71600","9.114","893654685986",538878,"590.6300",114214,"89.718","0.930",639955,"15.030"
"2022-01-03","46829.000",634831,474622,234653,"0.2330","30187475443","2.3130","0.66000","10.286","885941857659",677913,"696.3530",157281,"95.765","1.308",791102,"15.029"
"2022-01-04","46438.000",661546,516546,274397,"0.2510","25673872256","2.2480","0.67300","9.796","878604152334",539991,"632.1390",152831,"93.839","1.426",826854,"15.074"
"2022-01-05","45916.000",669347,525136,272005,"0.2460","30186646270","2.6740","0.83500","9.600","868767873924",688635,"651.3790",149229,"105.720","1.662",854221,"15.084"
"2022-01-06","43100.000",672636,519090,264753,"0.2340","40639300311","2.4800","0.84200","9.863","815515486555",618548,"654.4350",174937,"144.394","1.643",836017,"15.116"
"2022-01-07","42023.000",703306,502311,255241,"0.2100","31766368094","2.3550","0.64000","10.286","795172105822",595550,"678.3590",179285,"149.039","1.609",777666,"15.131"
"2022-01-08","41706.000",560941,443256,223776,"0.2190","16915381054","1.8070","0.53300","10.000","789227148318",525305,"547.7860",146927,"128.978","1.066",709802,"15.144"
"2022-01-09","41902.000",524766,426424,210002,"0.2190","11289383287","1.5690","0.40900","10.213","792962759765",528972,"523.1380",139164,"123.650","0.885",627993,"15.142"
"2022-01-10","41605.000",691144,510077,266601,"0.2110","24333959852","1.7880","0.52400","10.141","787386425626",534448,"662.0640",163362,"133.502","1.275",817677,"15.110"
"2022-01-11","42189.000",611379,527215,277540,"0.2410","29092631259","1.7800","0.49300","9.114","798472738536",1119563,"605.8770",151517,"120.248","1.173",834578,"15.011"
"2022-01-12","43175.000",695508,518200,271794,"0.2130","32437968475","1.8520","0.49800","10.360","817165028686",738359,"632.1150",163623,"114.806","1.325",841692,"15.021"
"2022-01-13","43433.000",532216,523511,274336,"0.2440","31046028886","1.6520","0.39400","8.045","822097011285",676860,"606.6050",155209,"105.521","0.925",813708,"15.003"
"2022-01-14","42745.000",616822,527343,270723,"0.2120","27132444317","1.5270","0.33700","9.057","809121041168",610990,"593.8640",139135,"103.953","0.964",828799,"15.024"
"2022-01-15","43128.000",484655,471726,234207,"0.2170","16853674210","1.3680","0.30600","8.675","816416664153",726717,"507.3120",119554,"87.333","0.711",690000,"15.050"
"2022-01-16","43093.000",438151,435433,215976,"0.2350","14367396580","1.2700","0.24400","8.229","815797277834",753653,"499.6240",124308,"86.517","0.579",673606,"15.049"
"2022-01-17","42545.000",605397,483733,257980,"0.2100","27386510924","1.4990","0.28200","8.944","805471956685",613102,"574.6160",137749,"92.352","0.896",856145,"15.032"
"2022-01-18","41930.000",672610,494479,264921,"0.2000","23148558735","1.5000","0.32800","10.588","793866878171",688844,"581.8850",154438,"98.298","1.103",780138,"15.001"
"2022-01-19","41916.000",546606,501062,270161,"0.2430","23154068653","1.3440","0.28300","8.324","793638316873",584228,"573.2150",154193,"93.059","0.795",807106,"14.896"
"2022-01-20","42215.000",581890,516885,271096,"0.2070","23614285441","1.5480","0.37000","8.521","799347826056",549655,"605.4210",166562,"95.387","0.933",794020,"14.874"
"2022-01-21","38697.000",779072,539748,272214,"0.1760","66060968049","1.7270","0.44100","10.746","732778353114",734870,"726.3070",213699,"183.544","1.430",857528,"14.846"
"2022-01-22","35519.000",784415,486794,250160,"0.1710","48015918265","1.5820","0.40100","10.746","672613085833",906027,"619.1920",228883,"232.637","1.314",866750,"14.964"
"2022-01-23","35411.000",529247,406488,203845,"0.1680","20709069301","1.3350","0.30600","10.213","670600376171",992199,"478.8080",165450,"174.020","0.865",665015,"15.006"
"2022-01-24","35098.000",674936,495375,270562,"0.1720","46887556721","1.5100","0.39700","9.600","664718888414",875006,"652.2660",188870,"219.620","1.227",766032,"14.985"
"2022-01-25","36508.000",590732,486850,264976,"0.1760","37196746582","1.4950","0.38100","9.474","691447031508",781559,"610.5810",179311,"167.948","1.130",791504,"14.984"
"2022-01-26","37493.000",680825,488839,260940,"0.1670","40298679526","1.7230","0.50500","11.077","710142406876",596026,"614.8090",181781,"153.884","1.455",709850,"15.019"
"2022-01-27","36352.000",695740,489295,255794,"0.1730","40694761650","1.6560","0.50900","10.992","688558767246",566970,"575.8760",172294,"137.765","1.404",775016,"14.924"
"2022-01-28","37038.000",627205,508470,264455,"0.1860","40455601303","1.7550","0.51600","9.351","701582206031",594554,"565.8910",189813,"127.233","1.286",802527,"14.913"
"2022-01-29","37817.000",608911,446095,230889,"0.1850","32059900481","2.0200","0.52900","9.664","716378923992",640180,"480.4070",156568,"110.755","1.308",721783,"15.021"
"2022-01-30","37953.000",678835,415353,207027,"0.1690","24920843070","1.9340","0.53500","9.863","718984355057",691229,"475.7590",138478,"105.431","1.144",648389,"15.109"
"2022-01-31","37556.000",847035,507333,263267,"0.1860","30231682209","1.8580","0.50600","10.070","711497659165",560697,"628.5400",179778,"111.131","1.437",839865,"15.307"
"2022-02-01","38555.000",765648,517831,272830,"0.1880","40297295038","2.0780","0.57500","9.351","730461684186",550455,"647.6600",188410,"115.687","1.506",904862,"15.728"
"2022-02-02","38061.000",664814,515853,278832,"0.1830","25091441221","1.6760","0.51100","9.412","721137399205",455112,"588.9140",166251,"108.520","1.268",859462,"15.723"
"2022-02-03","36802.000",655938,504207,265197,"0.1700","28386628582","1.4730","0.43700","9.796","697320658903",500619,"579.7680",143784,"109.826","1.143",802654,"15.728"
"2022-02-04","38631.000",695131,498732,247816,"0.1670","81508171528","2.1760","0.66100","11.077","732008135723",698195,"643.9050",200217,"116.608","1.690",708499,"15.728"
"2022-02-05","41523.000",844044,499385,258527,"0.1970","35036390434","2.2690","0.78800","12.101","786842568294",566926,"530.9170",204640,"119.787","1.865",831724,"15.741"
"2022-02-06","41593.000",582209,426008,219040,"0.2180","21710890698","1.9500","0.67900","9.231","788204720181",578271,"508.0190",168851,"98.983","1.043",792439,"15.758"
"2022-02-07","43092.000",679807,500810,261898,"0.1930","65661088044","2.3930","0.78500","10.588","816649060153",776373,"698.3210",209960,"124.556","1.683",775299,"15.730"
"2022-02-08","43854.000",731727,513998,276696,"0.2200","40098121702","2.2990","0.73100","9.351","831137530851",1894972,"669.5540",197654,"117.807","1.485",906194,"15.712"
"2022-02-09","43922.000",811896,501728,265664,"0.2150","33659196476","2.4100","0.73800","10.286","832450164971",890720,"664.4480",235034,"115.655","1.640",865279,"15.716"
"2022-02-10","44331.000",868433,507110,260666,"0.2090","52850670418","3.3300","0.97400","9.796","840248672204",911096,"672.8430",188566,"110.420","2.088",875303,"15.614"
"2022-02-11","43185.000",822619,507448,258453,"0.2040","38553861155","2.7980","0.86000","10.141","818565205397",654711,"652.0900",160947,"100.295","1.853",829513,"15.599"
"2022-02-12","42333.000",777564,452812,228002,"0.2320","11005329104","2.2980","0.70500","7.701","802469829813",591429,"534.1220",139913,"89.075","1.049",946831,"15.602"
"2022-02-13","42336.000",485838,443707,208819,"0.1840","8851274853","1.7650","0.58000","9.114","802573585227",666525,"508.1610",146416,"81.791","0.875",701443,"15.605"
"2022-02-14","42232.000",582209,460997,247439,"0.1850","33309838745","1.9050","0.53000","9.412","800637108396",675359,"643.9060",327624,"95.235","1.154",791520,"15.611"
"2022-02-15","43867.000",583704,504487,273448,"0.2260","29629595369","2.0020","0.54300","8.229","831674771791",549359,"661.0660",194553,"97.288","1.129",895435,"15.625"
"2022-02-16","43998.000",588468,509246,266632,"0.1930","42935460144","1.6650","0.47300","9.231","834198993478",645552,"631.7080",176011,"90.003","1.025",790134,"15.619"
"2022-02-17","42666.000",584692,491481,255416,"0.1970","43870432783","1.6570","0.43200","9.172","808999764695",611947,"600.3910",200939,"95.235","1.001",813510,"15.644"
"2022-02-18","40411.000",723916,500528,260921,"0.1820","37701768008","1.4580","0.35400","10.746","766277165970",607314,"600.6320",167864,"97.288","1.112",810035,"15.657"
"2022-02-19","40065.000",551634,425693,220524,"0.1890","24890350346","1.2490","0.29800","9.664","759742035057",585420,"499.3570",143867,"84.991","0.733",740550,"15.676"
"2022-02-20","38767.000",489246,404707,200391,"0.1710","18414995904","1.1080","0.24800","10.000","735166255508",659821,"492.8710",152590,"95.433","0.633",647277,"15.677"
"2022-02-21","38507.000",718266,453023,237279,"0.1620","40909042607","1.5510","0.40200","11.707","730258444243",809254,"593.8760",170678,"104.305","1.228",723076,"15.677"
"2022-02-22","37400.000",591847,482074,260113,"0.1820","31282493208","1.3160","0.33300","9.474","709312556743",683825,"572.1830",177978,"115.889","0.955",792011,"15.687"
"2022-02-23","38221.000",573288,462873,251125,"0.1690","20570844086","1.2280","0.27700","9.600","724919859785",547327,"577.3560",172708,"96.913","0.854",737429,"15.675"
"2022-02-24","36117.000",740708,504016,254007,"0.1550","42761529880","1.4570","0.36700","10.909","685032857317",608906,"693.1260",178626,"186.977","1.228",818112,"15.732"
"2022-02-25","38813.000",706475,518958,260206,"0.1790","39252819699","1.7150","0.38300","10.746","736202667745",644755,"589.9920",193110,"128.214","1.355",796992,"15.677"
"2022-02-26","39217.000",625662,440043,220298,"0.1690","13407416096","1.1990","0.29200","11.520","743903093445",556576,"491.1620",161648,"79.059","0.855",708744,"15.682"
"2022-02-27","38714.000",562698,430686,211028,"0.1920","17641412217","1.2730","0.26000","10.588","734393738387",539980,"482.7940",131521,"95.996","0.810",683168,"15.665"
"2022-02-28","39337.000",651274,518142,270764,"0.1820","48134805235","1.3570","0.27700","9.351","746252850809",627775,"641.4940",185466,"118.282","0.962",804142,"15.660"
"2022-03-01","43632.000",679787,534404,280472,"0.2010","64897325099","3.0230","0.65100","8.889","827776176056",775749,"723.7490",211023,"131.096","1.884",878925,"15.583"
"2022-03-02","44055.000",823964,537178,288521,"0.1860","37092768206","4.4690","1.75200","10.588","835825341029",554069,"644.0740",158660,"113.345","3.330",941384,"15.586"
"2022-03-03","43130.000",691719,520480,268096,"0.2050","35736708912","3.2640","1.16300","9.730","818326966010",634550,"592.8210",150098,"100.726","2.148",861005,"15.624"
"2022-03-04","40909.000",704316,506476,261962,"0.1830","37006569380","2.3930","0.82000","10.360","776214277062",555063,"579.2580",149694,"98.730","1.734",798956,"15.551"
"2022-03-05","39056.000",661466,444375,225198,"0.1670","23877703451","1.9530","0.68200","11.707","741086452850",453674,"488.4970",121698,"69.683","1.444",688209,"15.581"
"2022-03-06","38897.000",590337,409509,206985,"0.1920","11405088865","1.7770","0.60300","10.992","738103853364",519343,"464.8870",122650,"81.609","1.143",655343,"15.581"
"2022-03-07","38233.000",638885,476456,255293,"0.1850","25422850380","1.6890","0.52700","9.730","725546160372",537389,"574.8340",147188,"96.810","1.206",789968,"15.581"
"2022-03-08","38584.000",651566,488001,255623,"0.1840","19205609620","1.5980","0.36500","9.730","732235032691",1339138,"577.8600",133210,"92.058","1.132",849271,"15.589"
"2022-03-09","41317.000",698857,517054,272667,"0.1790","43844998655","1.7060","0.51100","10.435","784132594275",1141463,"629.5450",189906,"103.416","1.289",800419,"15.520"
"2022-03-10","39547.000",686146,506975,261408,"0.1850","25641150256","1.7620","0.53100","9.931","750576929241",740019,"554.1390",158285,"94.375","1.270",893454,"15.528"
"2022-03-11","38901.000",652241,497448,252245,"0.1710","27350588576","1.7010","0.50400","10.435","738347804512",636417,"557.9340",148462,"84.704","1.264",742358,"15.485"
"2022-03-12","38996.000",511365,443531,224992,"0.1910","13432683928","1.3660","0.40400","9.231","740192403653",590731,"450.4520",132194,"60.605","0.803",707806,"15.489"
"2022-03-13","38776.000",492624,409747,207941,"0.1710","9973496154","1.2630","0.34500","9.536","736056193468",647187,"434.5880",121519,"70.896","0.713",640862,"15.477"
"2022-03-14","38654.000",622395,485797,259439,"0.1780","22548274537","1.5360","0.41700","9.412","733778089153",650059,"546.0410",159575,"80.838","1.067",765244,"15.512"
"2022-03-15","38933.000",700019,502677,263039,"0.1760","22021497359","1.4530","0.39700","10.360","739104016450",542578,"551.3100",187310,"75.876","1.118",791609,"15.534"
"2022-03-16","40098.000",658893,529974,276235,"0.1940","35297321534","1.4840","0.39900","9.290","761260401385",605834,"589.2620",189924,"74.192","1.045",861790,"15.515"
"2022-03-17","40722.000",643327,535994,278641,"0.1940","27427855596","1.5360","0.43200","9.057","773140733090",600086,"539.2420",135071,"73.122","1.047",909764,"15.525"
"2022-03-18","40678.000",688435,519433,261175,"0.1740","27948266998","1.6500","0.43400","10.070","772345932464",525739,"541.5690",134534,"71.346","1.172",849841,"15.492"
"2022-03-19","41493.000",571738,463699,242269,"0.2030","17807973176","1.3780","0.37300","9.290","787872025685",621742,"478.4580",168467,"55.890","0.824",781703,"15.503"
"2022-03-20","41413.000",493636,406251,210393,"0.1840","15914524806","1.2710","0.30000","9.351","786383129470",491395,"454.1500",172926,"63.259","0.667",692782,"15.498"
"2022-03-21","41100.000",612943,477545,259759,"0.1900","33574395199","1.5020","0.36700","9.412","780476528382",712075,"553.8680",211908,"68.466","0.983",778299,"15.476"
"2022-03-22","42431.000",639844,499333,264420,"0.1860","36749124609","1.7340","0.52200","9.664","805802924793",579983,"629.2730",338732,"74.255","1.148",802223,"15.458"
"2022-03-23","42247.000",702531,492109,264037,"0.2040","29348960581","1.7320","0.56200","9.931","802332752978",533217,"574.8190",193049,"72.460","1.181",810333,"15.453"
"2022-03-24","43324.000",661257,498050,262844,"0.1900","43944521804","1.8750","0.61100","10.070","822838145810",583411,"613.1590",238723,"77.812","1.257",838596,"15.459"
"2022-03-25","44274.000",679955,548095,290563,"0.2230","50643881978","1.9670","0.63300","9.231","840922756640",643383,"592.3730",255709,"77.489","1.307",933994,"15.546"
"2022-03-26","44390.000",499029,440067,230870,"0.2040","20006280315","1.5740","0.50400","8.944","843163680470",637538,"506.1110",193514,"55.628","0.807",727358,"15.557"
"2022-03-27","44930.000",595651,421737,218071,"0.1860","23248035187","1.5400","0.45300","10.992","853452614500",678394,"505.2310",202928,"69.528","0.905",696507,"15.548"
"2022-03-28","47302.000",683575,520476,293145,"0.2470","52008272044","1.7450","0.49000","9.057","898559122371",764524,"649.3520",239616,"92.645","1.077",916092,"15.531"
"2022-03-29","47546.000",656320,519299,286789,"0.2060","38155147968","1.6510","0.47500","9.536","903241368632",737579,"609.2590",234380,"81.265","1.045",828096,"15.464"
"2022-03-30","47240.000",727827,485753,272729,"0.2040","42881011444","1.9350","0.60900","10.667","897463979077",637283,"590.5180",200360,"75.506","1.308",769223,"15.466"
"2022-03-31","46673.000",718935,516129,279072,"0.2110","44728807404","2.7760","1.06300","10.435","886743905614",655276,"662.9790",164113,"73.171","1.889",806205,"15.459"
"2022-04-01","45524.000",767453,540178,283964,"0.2000","47239803230","3.1470","1.18000","10.213","864950114624",550428,"620.1420",179037,"73.969","2.180",953530,"15.411"
"2022-04-02","46450.000",703915,477737,254307,"0.2120","27391681653","2.3650","0.88800","10.667","882591792912",733943,"507.0650",153775,"52.679","1.512",833260,"15.405"
"2022-04-03","46321.000",586121,421599,225425,"0.2120","20439075571","2.1440","0.79900","10.360","880164294189",605300,"502.3060",157596,"62.165","1.188",697717,"15.400"
"2022-04-04","46041.000",635486,504316,274948,"0.2120","24274276449","2.1020","0.67200","9.114","874900040518",592880,"608.2200",171339,"66.577","1.256",855479,"15.484"
"2022-04-05","46345.000",642582,502015,273285,"0.1900","29353260236","1.8450","0.58900","9.931","880717799495",1300795,"576.2880",186859,"68.388","1.187",815438,"15.491"
"2022-04-06","44634.000",622486,490459,273490,"0.2080","49383551581","1.6790","0.52900","9.600","848235212918",1028749,"576.1320",170628,"70.894","1.086",804316,"15.473"
"2022-04-07","43453.000",704504,498290,269266,"0.1810","52894392016","1.6200","0.50300","10.435","825844959620",893251,"551.3550",229396,"65.216","1.151",784526,"15.475"
"2022-04-08","43305.000",675392,504813,266671,"0.1890","55543271543","1.8630","0.67600","10.746","823060782668",803142,"542.6770",224374,"62.504","1.352",807363,"15.470"
"2022-04-09","42453.000",530980,438342,232639,"0.2080","19545003653","1.4870","0.52800","9.412","806914076919",608851,"470.8880",184632,"46.691","0.846",711262,"15.500"
"2022-04-10","42755.000",526941,398067,216306,"0.1750","21937614424","1.3500","0.42800","10.286","812677387796",671089,"459.1930",155906,"54.248","0.775",645978,"15.496"
"2022-04-11","41238.000",706788,490951,276486,"0.1810","61942613856","1.5670","0.43700","10.511","783890320185",854687,"536.6620",163866,"73.972","1.213",823666,"15.478"
"2022-04-12","39931.000",662856,495067,278686,"0.1860","69614019395","1.5350","0.46800","9.412","759075015617",719720,"510.3280",172805,"69.035","1.109",863226,"15.463"
"2022-04-13","40459.000",693879,493063,276828,"0.1750","76365851611","1.7340","0.58700","10.286","769153050265",752580,"515.2150",156392,"65.473","1.338",801187,"15.424"
"2022-04-14","40705.000",671615,490453,265399,"0.1790","79559938994","1.6970","0.51700","10.435","773867413913",842523,"532.0590",160735,"60.887","1.267",763036,"15.442"
"2022-04-15","40226.000",561261,494926,254673,"0.1910","53232184033","1.4000","0.41200","9.114","764790750915",652422,"499.4750",151715,"58.966","0.890",786001,"15.454"
"2022-04-16","40399.000",574595,439083,225352,"0.1740","27294678975","1.1520","0.33200","10.746","768109403130",571615,"441.7360",108618,"41.280","0.762",692624,"15.423"
"2022-04-17","40318.000",456390,403925,207159,"0.1910","11680490579","1.0400","0.22700","8.727","766622393980",649930,"424.9110",120673,"49.156","0.516",645501,"15.422"
"2022-04-18","39660.000",695206,462143,246287,"0.1610","68679449012","1.3710","0.34500","10.746","754146332876",871035,"537.0410",157955,"61.611","1.007",775398,"15.401"
"2022-04-19","41050.000",754059,512936,273044,"0.1780","51146965637","1.4090","0.43500","11.613","780600912715",747457,"567.8540",166556,"56.895","1.195",828681,"15.411"
"2022-04-20","41462.000",621030,523228,285495,"0.2070","50251783168","1.2920","0.36400","9.000","788482381435",616960,"541.1990",196643,"54.621","0.882",874665,"15.474"
"2022-04-21","41706.000",598510,527590,282269,"0.1930","95234732482","1.6060","0.47100","8.521","793163519553",808139,"542.8340",244872,"57.395","1.019",861921,"15.460"
"2022-04-22","40149.000",681538,505477,260795,"0.1560","117167489442","1.6890","0.53100","10.667","763595044458",845880,"542.5090",206254,"55.880","1.284",789114,"15.450"
"2022-04-23","39684.000",527986,456027,234815,"0.1870","62152450864","1.3860","0.44800","8.834","754783091400",794353,"454.2100",138774,"39.680","0.799",783266,"15.455"
"2022-04-24","39645.000",465495,433552,221821,"0.1910","81216247354","1.2010","0.38900","8.421","754089174000",943944,"444.2180",129862,"45.453","0.625",712513,"15.458"
"2022-04-25","39226.000",686389,503467,277255,"0.1810","183384886047","1.8140","0.58600","8.889","746161688244",1143798,"560.3030",187800,"59.000","1.251",884389,"15.471"
"2022-04-26","39694.000",692736,513565,273157,"0.1580","147543280284","1.6430","0.61000","10.286","755094312380",1097822,"586.8810",157378,"61.102","1.276",792360,"15.447"
"2022-04-27","38810.000",575156,517414,286935,"0.1880","155718392313","1.5100","0.51700","8.471","738326303070",919364,"538.0750",167153,"56.754","1.040",856359,"15.471"
"2022-04-28","39615.000",743223,516188,275633,"0.1470","170922140083","1.6200","0.56100","10.909","753662141843",995895,"590.9640",161634,"54.773","1.349",881750,"15.488"
"2022-04-29","39101.000",714421,546817,286413,"0.1740","103738276507","1.8600","0.58300","9.600","743923761407",732969,"606.7470",146452,"52.014","1.433",901938,"15.489"
"2022-04-30","38509.000",646810,505278,261480,"0.1670","49377798815","1.5410","0.50400","9.600","732699913008",554341,"478.5540",119651,"39.580","1.104",840027,"15.486"
"2022-05-01","38058.000",462319,454325,232155,"0.1700","55968183321","1.2810","0.42600","8.623","724162204193",658314,"473.8050",140890,"51.365","0.744",709295,"15.466"
"2022-05-02","38684.000",589332,504178,272046,"0.1550","93287988316","1.5140","0.50100","9.000","736112364783",905913,"599.0520",140078,"52.919","1.054",810010,"15.393"
"2022-05-03","38264.000",596713,509281,277745,"0.1640","76985866929","1.3320","0.43400","9.600","728150265595",1213754,"557.6800",132370,"51.365","1.021",830218,"15.364"
"2022-05-04","38809.000",663673,452019,232899,"0.1590","113585028193","2.1020","0.59800","9.863","738545416895",1044679,"647.9150",151707,"51.005","1.365",743637,"15.418"
"2022-05-05","38452.000",858315,552517,315602,"0.1760","203730363490","2.7220","0.89600","9.172","731793183173",1214640,"567.9090",157763,"64.232","2.227",978934,"15.481"
"2022-05-06","36159.000",779808,520385,286745,"0.1480","185363468694","2.1390","0.82200","10.141","688194110460",1063788,"579.2250",163500,"65.899","1.876",955707,"15.472"
"2022-05-07","35876.000",635385,451190,231480,"0.1480","83020002808","2.1360","0.75800","10.070","682830309702",665790,"501.1570",153072,"43.003","1.519",749257,"15.542"
"2022-05-08","34566.000",558979,441448,233737,"0.1530","104249782454","1.8100","0.68700","9.290","657928867344",748451,"505.1550",172363,"63.091","1.248",749042,"15.559"
"2022-05-09","32700.000",688250,515135,279356,"0.1440","167121091259","2.3160","0.84500","9.290","622458037209",925405,"659.1890",238816,"111.317","2.003",859324,"15.551"
"2022-05-10","31334.000",629041,530233,279505,"0.1340","157776040967","1.9550","0.80100","9.412","596483005155",952109,"597.0090",205069,"113.573","1.792",866243,"15.601"
